team,opponent,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,penalty_minutes,home,win,loss,goal_diff,xg_diff
india,pakistan,1,0,3.4662,3.1917,29,30,2,0,1,0,1,0.2745000000000002
new_zealand,germany,0,3,2.3029,2.5451,21,22,8,0,0,1,-3,-0.24219999999999997
mexico,rwanda,3,4,3.4359,2.7645,34,29,14,0,0,1,-1,0.6714000000000002
usa,indonesia,5,3,4.2818,2.7986,31,25,8,0,1,0,2,1.4831999999999996
singapore,morocco,4,2,2.8292,3.3062,33,30,14,0,1,0,2,-0.47699999999999987
canada,guatemala,2,1,3.6585,2.585,35,28,6,0,1,0,1,1.0735000000000001
kazakhstan,uk,2,3,2.7060999999999997,2.8355,25,23,8,0,0,1,-1,-0.1294000000000004
mongolia,switzerland,1,3,2.2486,2.8033,31,28,14,0,0,1,-2,-0.5547
mongolia,philippines,2,3,2.1706,2.8973,25,26,10,0,0,1,-1,-0.7267000000000001
china,netherlands,0,1,1.2687,1.4619,14,16,8,0,0,1,-1,-0.19320000000000004
morocco,serbia,6,5,5.2991,3.9880999999999998,46,40,8,0,1,0,1,1.3110000000000004
china,mongolia,1,0,2.1395,1.7164000000000001,19,24,6,0,1,0,1,0.4230999999999998
iceland,south_korea,3,2,2.5084,3.6259,23,33,18,0,1,0,1,-1.1175000000000002
india,indonesia,3,1,2.4932999999999996,2.4131,22,26,14,0,1,0,2,0.0801999999999996
uae,saudi_arabia,2,4,2.3281,2.6553,19,24,10,0,0,1,-2,-0.32719999999999994
rwanda,france,1,4,1.8836,5.2141,18,32,38,0,0,1,-3,-3.3305000000000002
new_zealand,philippines,0,4,2.3037,2.0384,25,19,10,0,0,1,-4,0.26529999999999987
uk,pakistan,5,2,2.7187,3.8594,21,33,8,0,1,0,3,-1.1406999999999998
singapore,ethiopia,3,2,2.936,2.4446000000000003,27,20,10,0,1,0,1,0.4913999999999996
switzerland,guatemala,1,2,2.1036,2.9989,31,34,12,0,0,1,-1,-0.8952999999999998
panama,brazil,1,3,3.6327,3.6778,34,28,16,0,0,1,-2,-0.04510000000000014
kazakhstan,guatemala,3,0,1.9962,1.8121,25,17,10,0,1,0,3,0.18409999999999993
vietnam,canada,0,2,1.5082,1.9445000000000001,14,17,14,0,0,1,-2,-0.43630000000000013
thailand,mexico,6,3,2.5295,4.1271,24,38,20,0,1,0,3,-1.5976000000000004
switzerland,usa,4,0,2.7128,1.8855,23,17,12,0,1,0,4,0.8273000000000001
peru,germany,5,2,3.4581999999999997,2.8729999999999998,27,24,14,0,1,0,3,0.5851999999999999
oman,netherlands,4,5,2.4954,4.1356,24,35,20,0,0,1,-1,-1.6402
uae,singapore,4,3,2.3053,2.7787,23,26,12,0,1,0,1,-0.47340000000000027
oman,new_zealand,1,2,2.3516,2.5753,22,23,16,0,0,1,-1,-0.2237
switzerland,usa,4,0,2.4291,2.0348,25,16,12,0,1,0,4,0.3942999999999999
rwanda,panama,2,1,2.1125,2.9219,22,23,8,0,1,0,1,-0.8094000000000001
vietnam,philippines,1,2,2.5813,2.6328,24,22,25,0,0,1,-1,-0.05149999999999988
china,kazakhstan,1,2,3.3847,1.5777,28,18,6,0,0,1,-1,1.807
brazil,canada,1,2,2.7506,2.7008,21,30,8,0,0,1,-1,0.049799999999999844
peru,guatemala,4,1,2.4624,1.888,26,21,2,0,1,0,3,0.5744000000000002
mexico,france,6,5,2.6575,4.188,26,37,16,0,1,0,1,-1.5304999999999995
rwanda,indonesia,2,4,1.6078000000000001,4.0785,16,33,17,0,0,1,-2,-2.4707
morocco,india,1,4,2.5921,3.4656,25,36,14,0,0,1,-3,-0.8734999999999999
mongolia,uk,1,4,1.2763,3.2775,15,26,12,0,0,1,-3,-2.0012
rwanda,kazakhstan,2,0,2.1788,2.2687,21,20,8,0,1,0,2,-0.08990000000000009
saudi_arabia,thailand,4,5,2.4724,6.4496,23,51,18,0,0,1,-1,-3.9772000000000003
ethiopia,morocco,4,5,2.7741,4.7666,27,40,14,0,0,1,-1,-1.9925000000000006
pakistan,brazil,2,1,2.144,1.814,24,14,12,0,1,0,1,0.33000000000000007
china,mexico,1,2,1.1429,2.7664999999999997,13,29,14,0,0,1,-1,-1.6235999999999997
morocco,guatemala,1,4,3.0091,4.34,40,43,10,0,0,1,-3,-1.3308999999999997
serbia,switzerland,4,3,2.9389,2.206,31,22,16,0,1,0,1,0.7328999999999999
oman,usa,8,3,5.0234000000000005,3.6881000000000004,40,30,28,0,1,0,5,1.3353000000000002
south_korea,ethiopia,3,2,3.2136,2.9868,35,27,12,0,1,0,1,0.2267999999999999
panama,canada,4,2,2.6,4.55,25,40,12,0,1,0,2,-1.9499999999999997
uk,indonesia,3,4,4.4748,2.2914000000000003,37,22,6,0,0,1,-1,2.1834
iceland,singapore,3,5,2.0136,4.3191,20,33,24,0,0,1,-2,-2.3055
india,germany,2,6,2.4108,3.6652000000000005,24,27,14,0,0,1,-4,-1.2544000000000004
oman,saudi_arabia,1,5,1.7435,3.5814,19,29,22,0,0,1,-4,-1.8378999999999999
new_zealand,france,1,3,2.3095,3.9605,20,31,25,0,0,1,-2,-1.6510000000000002
philippines,peru,0,1,2.1,2.8322000000000003,20,27,11,0,0,1,-1,-0.7322000000000002
netherlands,uae,1,2,2.3891999999999998,1.1051,25,11,6,0,0,1,-1,1.2840999999999998
vietnam,mongolia,5,2,4.6482,3.2094,34,24,19,0,1,0,3,1.4388
south_korea,saudi_arabia,4,0,2.1038,1.9612,23,17,14,0,1,0,4,0.14260000000000006
canada,philippines,1,4,3.6194,2.1074,33,20,8,0,0,1,-3,1.512
mexico,kazakhstan,2,6,1.6951,3.363,16,26,12,0,0,1,-4,-1.6679
usa,vietnam,3,4,2.598,3.332,22,27,18,0,0,1,-1,-0.734
serbia,netherlands,4,5,3.096,3.0741,28,32,6,0,0,1,-1,0.02190000000000003
indonesia,oman,4,3,3.0843,3.1092,28,27,6,0,1,0,1,-0.024900000000000144
france,iceland,3,5,3.6208,2.3723,30,21,10,0,0,1,-2,1.2485
india,uae,3,2,3.8776,2.2268,37,19,6,0,1,0,1,1.6508000000000003
uk,china,1,2,3.7620999999999998,3.273,32,27,10,0,0,1,-1,0.48909999999999965
morocco,singapore,0,3,2.1361,3.013,20,30,12,0,0,1,-3,-0.8769
mongolia,brazil,4,3,2.4318,3.5622,28,27,16,0,1,0,1,-1.1303999999999998
new_zealand,iceland,1,3,2.3452,3.6492,24,28,20,0,0,1,-2,-1.3039999999999998
panama,thailand,3,2,2.5414,4.0449,25,32,8,0,1,0,1,-1.5035000000000003
pakistan,guatemala,3,5,3.2414,2.7389,34,24,16,0,0,1,-2,0.5025
germany,switzerland,0,1,2.3369,1.1199,20,11,8,0,0,1,-1,1.217
peru,ethiopia,4,3,4.8788,2.1561,43,21,14,0,1,0,1,2.7227
rwanda,thailand,4,3,1.3811,3.9330999999999996,18,27,18,0,1,0,1,-2.5519999999999996
guatemala,usa,1,4,4.7456000000000005,3.1534999999999997,42,32,12,0,0,1,-3,1.5921000000000007
netherlands,china,4,2,2.6427,2.565,25,22,12,0,1,0,2,0.0777000000000001
new_zealand,usa,3,1,3.6273,2.4616,27,20,14,0,1,0,2,1.1657000000000002
canada,china,2,3,2.5904,2.6029,28,23,12,0,0,1,-1,-0.012500000000000178
ethiopia,peru,1,2,2.0304,2.7524,22,30,6,0,0,1,-1,-0.722
kazakhstan,saudi_arabia,4,0,4.0371,1.5388,38,14,4,0,1,0,4,2.4982999999999995
uk,indonesia,2,1,2.8173,1.5237,26,16,8,0,1,0,1,1.2935999999999999
netherlands,mexico,1,0,2.1035,2.8828,23,29,10,0,1,0,1,-0.7793000000000001
iceland,france,4,5,2.5268,4.0299,22,33,14,0,0,1,-1,-1.5030999999999994
singapore,germany,4,1,3.5753,2.8602,28,25,6,0,1,0,3,0.7151000000000001
vietnam,south_korea,6,5,3.7825,3.9061,32,32,8,0,1,0,1,-0.12359999999999971
india,morocco,2,1,2.8177,3.9705,31,37,10,0,1,0,1,-1.1528
switzerland,india,2,3,2.5818,1.56,29,20,12,0,0,1,-1,1.0217999999999998
panama,switzerland,0,4,2.8890000000000002,3.6721,24,32,14,0,0,1,-4,-0.7830999999999997
pakistan,uae,1,2,2.3395,2.9021,21,24,16,0,0,1,-1,-0.5625999999999998
mongolia,serbia,2,8,1.6964,5.7791,23,43,18,0,0,1,-6,-4.0827
brazil,oman,4,1,3.5911999999999997,2.8995,25,30,10,0,1,0,3,0.6916999999999995
switzerland,saudi_arabia,5,3,2.875,2.4341999999999997,29,23,10,0,1,0,2,0.4408000000000003
thailand,serbia,5,4,4.0222999999999995,5.2412,36,40,30,0,1,0,1,-1.2189000000000005
germany,guatemala,3,4,3.5722,1.8538000000000001,36,16,8,0,0,1,-1,1.7184
morocco,vietnam,2,4,1.6991,3.4625,15,28,16,0,0,1,-2,-1.7633999999999999
france,new_zealand,2,3,3.4569,3.8001,29,34,14,0,0,1,-1,-0.34319999999999995
brazil,rwanda,3,4,3.6983,3.6885,31,40,16,0,0,1,-1,0.009800000000000253
pakistan,new_zealand,1,2,2.545,3.2662,21,24,24,0,0,1,-1,-0.7212000000000001
oman,uae,3,2,3.7125,3.5338,35,29,20,0,1,0,1,0.17870000000000008
philippines,pakistan,2,1,1.4244,2.332,16,19,8,0,1,0,1,-0.9075999999999997
indonesia,usa,0,2,2.6851,2.6893,24,21,12,0,0,1,-2,-0.0041999999999999815
south_korea,china,0,3,1.6721,2.6639,21,20,14,0,0,1,-3,-0.9918
mongolia,india,3,0,3.037,2.6971,34,24,12,0,1,0,3,0.3399000000000001
mexico,ethiopia,1,4,2.7478,2.8302,30,28,16,0,0,1,-3,-0.08240000000000025
peru,panama,0,2,2.0050999999999997,2.7584,17,25,16,0,0,1,-2,-0.7533000000000003
canada,iceland,3,2,4.1041,2.8234,40,27,8,0,1,0,1,1.2807
kazakhstan,singapore,1,6,2.5057,4.6337,26,32,24,0,0,1,-5,-2.128
uk,netherlands,5,1,3.5442,3.007,32,24,10,0,1,0,4,0.5371999999999999
uk,south_korea,4,3,3.3045,2.9661,26,26,14,0,1,0,1,0.33840000000000003
brazil,serbia,5,4,3.6724,3.7114000000000003,33,41,16,0,1,0,1,-0.039000000000000146
philippines,rwanda,6,1,2.6139,2.9821,27,27,12,0,1,0,5,-0.36819999999999986
germany,saudi_arabia,3,1,2.222,2.0227,21,15,12,0,1,0,2,0.19930000000000003
new_zealand,china,1,4,2.0007,3.6638,23,22,26,0,0,1,-3,-1.6631
ethiopia,india,1,2,1.5298,3.0036,16,27,22,0,0,1,-1,-1.4738
thailand,pakistan,1,2,3.2752,3.6099,26,31,10,0,0,1,-1,-0.3347000000000002
morocco,usa,2,0,2.1853000000000002,3.3074,20,28,22,0,1,0,2,-1.1220999999999997
netherlands,panama,2,1,2.787,2.9263,24,25,12,0,1,0,1,-0.13929999999999998
mexico,oman,4,3,1.5282,2.8158000000000003,17,28,18,0,1,0,1,-1.2876000000000003
uk,uae,3,5,2.8978,3.4067,27,29,12,0,0,1,-2,-0.5088999999999997
philippines,germany,2,5,2.2807,3.7561999999999998,22,32,10,0,0,1,-3,-1.4754999999999998
south_korea,indonesia,1,7,2.9536000000000002,3.2643999999999997,26,34,14,0,0,1,-6,-0.3107999999999995
guatemala,peru,0,4,2.583,3.5223,25,35,10,0,0,1,-4,-0.9392999999999998
iceland,switzerland,2,3,3.4017000000000004,2.2323,30,27,8,0,0,1,-1,1.1694000000000004
france,mongolia,3,2,2.5421,3.4827000000000004,26,33,16,0,1,0,1,-0.9406000000000003
singapore,canada,2,6,1.9881,3.3608000000000002,21,32,10,0,0,1,-4,-1.3727000000000003
kazakhstan,vietnam,1,2,2.4434,1.9889,20,19,6,0,0,1,-1,0.4545000000000001
thailand,netherlands,3,7,2.382,2.3598000000000003,22,22,14,0,0,1,-4,0.022199999999999775
canada,india,2,1,2.7878,2.2172,27,21,16,0,1,0,1,0.5705999999999998
uae,ethiopia,2,1,1.6193,3.0088,19,25,11,0,1,0,1,-1.3895
oman,iceland,0,2,2.8144,4.0595,30,30,26,0,0,1,-2,-1.2450999999999999
peru,serbia,4,2,2.7614,2.9132,31,24,14,0,1,0,2,-0.1517999999999997
vietnam,serbia,1,5,2.3941,3.8527,25,28,16,0,0,1,-4,-1.4586000000000001
peru,saudi_arabia,2,1,2.4471,1.7976999999999999,24,16,14,0,1,0,1,0.6494
mexico,germany,2,3,3.1894,3.7984999999999998,28,34,28,0,0,1,-1,-0.6090999999999998
philippines,mongolia,4,1,3.247,1.8616,34,23,10,0,1,0,3,1.3854
kazakhstan,switzerland,4,3,3.1463,2.7222,31,27,6,0,1,0,1,0.42410000000000014
uk,morocco,1,6,2.1109999999999998,4.7907,24,39,12,0,0,1,-5,-2.6797000000000004
china,new_zealand,1,2,2.5964,2.5462000000000002,22,25,10,0,0,1,-1,0.0501999999999998
brazil,pakistan,2,5,1.2171,4.4621,10,35,26,0,0,1,-3,-3.245
france,usa,3,2,2.9951,2.9157,23,24,10,0,1,0,1,0.07939999999999969
panama,rwanda,1,0,2.9416,2.9675000000000002,28,27,14,0,1,0,1,-0.025900000000000034
guatemala,brazil,2,4,4.2247,3.0253,43,30,8,0,0,1,-2,1.1994000000000002
serbia,china,0,2,1.9230999999999998,4.2433,20,34,18,0,0,1,-2,-2.3202
canada,rwanda,3,2,2.9664,2.1195,27,20,6,0,1,0,1,0.8469000000000002
pakistan,guatemala,4,5,4.6358,3.3120000000000003,43,31,10,0,0,1,-1,1.3237999999999994
saudi_arabia,philippines,1,4,1.4386,2.3699,14,22,10,0,0,1,-3,-0.9312999999999998
usa,morocco,5,4,3.0503,4.9608,30,40,22,0,1,0,1,-1.9104999999999999
india,iceland,0,4,2.7119999999999997,2.6577,31,25,6,0,0,1,-4,0.05429999999999957
singapore,oman,2,3,2.869,4.3039,25,35,14,0,0,1,-1,-1.4348999999999994
panama,france,3,4,3.3578,2.9508,26,26,16,0,0,1,-1,0.40700000000000003
vietnam,ethiopia,2,4,1.7635999999999998,3.9424,19,31,22,0,0,1,-2,-2.1788000000000003
uk,mexico,0,3,2.8763,3.5778,26,29,16,0,0,1,-3,-0.7014999999999998
mongolia,vietnam,2,3,2.5895,2.4981,23,23,6,0,0,1,-1,0.09140000000000015
indonesia,netherlands,2,3,1.8193,2.1159,22,18,4,0,0,1,-1,-0.2966
germany,new_zealand,3,2,1.6578,2.6682,14,21,18,0,1,0,1,-1.0104000000000002
thailand,south_korea,5,4,3.738,3.5187,31,34,13,0,1,0,1,0.21930000000000005
peru,uae,3,2,3.2478000000000002,3.6612999999999998,39,34,20,0,1,0,1,-0.41349999999999953
switzerland,mongolia,3,2,2.9052,2.3112,30,25,18,0,1,0,1,0.5939999999999999
brazil,kazakhstan,2,1,4.2753,2.0977,30,23,10,0,1,0,1,2.1775999999999995
new_zealand,india,3,2,3.8205,2.5811,39,24,12,0,1,0,1,1.2393999999999998
saudi_arabia,switzerland,4,2,3.0942,1.6595,29,17,8,0,1,0,2,1.4346999999999999
peru,usa,4,3,3.5166,2.3923,35,21,12,0,1,0,1,1.1242999999999999
serbia,iceland,2,5,2.3379,2.9987,23,28,10,0,0,1,-3,-0.6608
singapore,usa,0,4,2.2963,4.0328,23,30,18,0,0,1,-4,-1.7365
kazakhstan,germany,0,3,2.0595,2.5829,21,19,12,0,0,1,-3,-0.5234000000000001
china,brazil,2,1,1.835,3.0359,17,28,6,0,1,0,1,-1.2008999999999999
pakistan,rwanda,1,4,3.2637,2.6658999999999997,25,27,8,0,0,1,-3,0.5978000000000003
morocco,uk,2,3,2.0194,2.8002000000000002,20,28,6,0,0,1,-1,-0.7808000000000002
mexico,guatemala,5,4,3.8463000000000003,2.9989000000000003,39,32,18,0,1,0,1,0.8473999999999999
oman,france,5,4,2.6197999999999997,3.6225,22,26,26,0,1,0,1,-1.0027000000000004
indonesia,ethiopia,3,4,3.1056,4.251,36,39,14,0,0,1,-1,-1.1454000000000004
panama,netherlands,3,4,2.916,2.7416,24,27,2,0,0,1,-1,0.1743999999999999
canada,south_korea,1,2,2.6551,3.6684,25,32,14,0,0,1,-1,-1.0133
vietnam,singapore,2,3,2.8165,2.9788,24,25,12,0,0,1,-1,-0.1623000000000001
kazakhstan,thailand,4,5,1.9215,2.4251,19,18,12,0,0,1,-1,-0.5036
thailand,mongolia,2,5,2.4224,2.6329000000000002,22,27,24,0,0,1,-3,-0.21050000000000013
philippines,uae,2,3,3.0393,3.3239,34,32,8,0,0,1,-1,-0.2846000000000002
thailand,peru,6,2,3.3995,2.5493,29,26,8,0,1,0,4,0.8502000000000001
ethiopia,usa,2,4,2.162,3.6361,21,32,12,0,0,1,-2,-1.4741
netherlands,saudi_arabia,0,2,2.5414,1.8897,21,19,8,0,0,1,-2,0.6517
oman,india,2,6,2.7603,4.0516,24,37,18,0,0,1,-4,-1.2912999999999997
iceland,serbia,0,4,2.4978000000000002,3.7270000000000003,23,35,16,0,0,1,-4,-1.2292
canada,pakistan,3,2,4.6247,3.1345,39,29,12,0,1,0,1,1.4901999999999997
china,uae,4,5,4.1878,1.8647,40,20,8,0,0,1,-1,2.3231
mexico,morocco,4,3,2.3031,2.2076000000000002,25,25,12,0,1,0,1,0.09549999999999992
new_zealand,indonesia,5,4,3.5877,2.8807,30,26,8,0,1,0,1,0.7069999999999999
mexico,canada,5,3,2.7776,3.7547,28,32,14,0,1,0,2,-0.9771000000000001
indonesia,mongolia,2,0,1.8021,1.8524,21,19,12,0,1,0,2,-0.05030000000000001
rwanda,germany,2,4,2.8409,2.9439,23,24,14,0,0,1,-2,-0.1030000000000002
brazil,panama,0,4,2.0994,4.0459000000000005,20,33,29,0,0,1,-4,-1.9465000000000003
south_korea,vietnam,4,2,3.1703,2.3522,26,22,16,0,1,0,2,0.8181000000000003
singapore,philippines,2,3,3.8680000000000003,4.1925,32,36,22,0,0,1,-1,-0.32449999999999957
france,guatemala,5,1,2.0577,2.7814,23,27,8,0,1,0,4,-0.7237
uk,new_zealand,2,1,2.8385,2.6644,20,24,8,0,1,0,1,0.1740999999999997
canada,thailand,3,10,2.1323,4.4997,22,38,18,0,0,1,-7,-2.3674
philippines,france,6,5,4.8227,3.4209,44,32,16,0,1,0,1,1.4018000000000002
saudi_arabia,panama,2,1,2.5473,3.4268,25,30,10,0,1,0,1,-0.8795000000000002
uae,indonesia,3,4,3.2452,1.6115,31,22,6,0,0,1,-1,1.6337000000000002
india,china,3,0,3.4955,1.4894,35,12,10,0,1,0,3,2.0061
iceland,morocco,3,2,2.5144,3.0832,27,34,6,0,1,0,1,-0.5688
ethiopia,serbia,4,5,3.8931,4.1967,36,34,22,0,0,1,-1,-0.30359999999999987
uae,mexico,0,4,1.3422,3.1181,16,30,12,0,0,1,-4,-1.7759
netherlands,pakistan,2,3,5.3192,4.2292000000000005,41,43,14,0,0,1,-1,1.0899999999999999
usa,rwanda,7,8,3.3715,3.994,27,34,26,0,0,1,-1,-0.6225
brazil,germany,4,3,4.7345,2.129,32,21,14,0,1,0,1,2.6054999999999997
oman,switzerland,4,3,3.2165,3.9905000000000004,28,35,30,0,1,0,1,-0.7740000000000005
new_zealand,uk,2,1,3.0603,2.0299,30,17,10,0,1,0,1,1.0303999999999998
vietnam,indonesia,3,0,2.7328,3.0715,24,26,10,0,1,0,3,-0.3386999999999998
saudi_arabia,guatemala,1,2,2.8996,2.2497,30,21,10,0,0,1,-1,0.6499000000000001
peru,singapore,3,0,3.1418,2.8764000000000003,29,22,10,0,1,0,3,0.26539999999999964
kazakhstan,mongolia,0,3,1.5985,2.3697,18,23,12,0,0,1,-3,-0.7711999999999999
south_korea,guatemala,4,2,2.6535,2.9891,30,25,20,0,1,0,2,-0.3355999999999999
saudi_arabia,usa,5,0,2.8357,3.3733,24,33,12,0,1,0,5,-0.5375999999999999
thailand,uae,3,4,3.8182,1.6406,32,18,14,0,0,1,-1,2.1776
panama,mongolia,4,3,4.8449,2.9254,37,32,22,0,1,0,1,1.9195000000000002
new_zealand,france,3,4,2.1807,2.9106,18,25,16,0,0,1,-1,-0.7299000000000002
canada,rwanda,5,1,2.7934,2.1707,24,21,14,0,1,0,4,0.6227
germany,serbia,1,5,2.3539,4.8846,23,36,16,0,0,1,-4,-2.5307
morocco,singapore,1,3,2.4081,2.2392,21,27,8,0,0,1,-2,0.16890000000000027
serbia,new_zealand,4,6,2.9715,3.1903,24,27,16,0,0,1,-2,-0.21880000000000033
south_korea,guatemala,2,5,1.9337,5.1437,27,35,31,0,0,1,-3,-3.21
pakistan,brazil,5,3,3.4603,2.6283,37,21,8,0,1,0,2,0.8320000000000003
china,india,0,2,3.2239,1.9589,27,22,12,0,0,1,-2,1.265
ethiopia,uk,6,5,3.3374,4.572900000000001,32,37,10,0,1,0,1,-1.2355000000000005
philippines,kazakhstan,0,1,1.7298,1.492,17,13,10,0,0,1,-1,0.2378
peru,iceland,4,1,2.5273,1.5964,27,15,18,0,1,0,3,0.9308999999999998
netherlands,switzerland,4,3,2.4144,1.9068,25,24,4,0,1,0,1,0.5076
oman,indonesia,4,2,2.7134,3.3369,24,32,16,0,1,0,2,-0.6234999999999999
mongolia,thailand,1,4,1.4987,4.3575,23,32,30,0,0,1,-3,-2.8588
south_korea,saudi_arabia,2,3,1.4338,2.3015999999999996,16,19,16,0,0,1,-1,-0.8677999999999997
ethiopia,thailand,4,2,2.1217,2.9768000000000003,21,25,18,0,1,0,2,-0.8551000000000002
rwanda,canada,4,3,2.6328,4.4098,26,36,14,0,1,0,1,-1.7769999999999997
pakistan,switzerland,3,4,3.2808,2.4222,30,21,24,0,0,1,-1,0.8586
serbia,panama,3,9,2.6183,4.5136,25,40,20,0,0,1,-6,-1.8953000000000002
uae,iceland,0,4,1.1242,2.0888999999999998,14,24,4,0,0,1,-4,-0.9646999999999997
indonesia,india,6,2,5.2062,2.8398,45,29,14,0,1,0,4,2.3664
brazil,morocco,3,2,2.9789,3.4795,25,38,8,0,1,0,1,-0.5005999999999999
germany,singapore,1,2,3.5427,2.428,25,22,8,0,0,1,-1,1.1147
kazakhstan,ethiopia,1,3,2.2163,3.6328,27,30,8,0,0,1,-2,-1.4165
china,oman,1,0,1.55,2.0825,15,19,12,0,1,0,1,-0.5325
vietnam,new_zealand,3,2,1.8560999999999999,3.3582,15,25,14,0,1,0,1,-1.5021000000000002
rwanda,india,1,2,2.5636,2.1747,25,19,16,0,0,1,-1,0.3889
uk,guatemala,2,3,4.1006,1.7709000000000001,35,18,2,0,0,1,-1,2.3297
france,philippines,1,5,2.402,3.9168,19,35,13,0,0,1,-4,-1.5147999999999997
peru,mexico,2,1,3.061,4.8976999999999995,36,39,20,0,1,0,1,-1.8366999999999996
serbia,rwanda,3,2,2.699,2.4951,25,25,10,0,1,0,1,0.20389999999999997
saudi_arabia,panama,2,3,2.2068,3.6152,19,30,16,0,0,1,-1,-1.4084000000000003
thailand,ethiopia,4,3,2.7968,4.0641,26,34,20,0,1,0,1,-1.2672999999999996
morocco,new_zealand,4,0,1.9098,2.7891,16,28,14,0,1,0,4,-0.8793
indonesia,china,2,1,3.5980999999999996,2.9899,38,24,8,0,1,0,1,0.6081999999999996
pakistan,germany,6,3,3.7115,2.7345,30,20,14,0,1,0,3,0.9769999999999999
switzerland,peru,2,3,3.0,2.4495,29,25,12,0,0,1,-1,0.5505
pakistan,indonesia,1,0,3.4085,2.3975,29,21,20,0,1,0,1,1.0110000000000001
guatemala,oman,5,4,4.2315000000000005,3.5692000000000004,36,33,16,0,1,0,1,0.6623000000000001
philippines,mexico,3,5,2.3956,2.7998,23,28,6,0,0,1,-2,-0.4041999999999999
usa,france,4,3,3.5532000000000004,3.7546999999999997,30,29,18,0,1,0,1,-0.20149999999999935
mongolia,canada,4,3,2.0867,4.2341,22,32,22,0,1,0,1,-2.1473999999999998
india,netherlands,0,1,2.6010999999999997,1.0942,29,10,6,0,0,1,-1,1.5068999999999997
kazakhstan,iceland,2,3,2.6539,1.7092,24,14,14,0,0,1,-1,0.9447000000000001
brazil,vietnam,1,4,3.2944999999999998,4.5451999999999995,22,37,26,0,0,1,-3,-1.2506999999999997
uae,uk,3,4,2.6401,3.8118,22,30,16,0,0,1,-1,-1.1717
singapore,south_korea,3,7,2.468,6.3542000000000005,22,45,26,0,0,1,-4,-3.8862000000000005
usa,uae,3,2,1.7355,3.5459,21,27,20,0,1,0,1,-1.8104
brazil,china,2,3,2.8869,2.809,25,27,16,0,0,1,-1,0.07789999999999964
south_korea,thailand,6,5,4.8203,6.1415999999999995,46,46,24,0,1,0,1,-1.3213
vietnam,rwanda,3,2,2.267,5.1494,22,44,18,0,1,0,1,-2.8824
new_zealand,ethiopia,0,2,1.9415,2.5825,21,18,16,0,0,1,-2,-0.641
indonesia,kazakhstan,2,3,2.2243,3.4997,18,30,12,0,0,1,-1,-1.2753999999999999
mexico,iceland,4,5,3.6297,3.3671,32,29,24,0,0,1,-1,0.26259999999999994
switzerland,china,1,4,2.2983000000000002,4.9177,31,39,20,0,0,1,-3,-2.6193999999999997
oman,pakistan,1,8,2.3567,4.9089,22,36,16,0,0,1,-7,-2.5522
canada,philippines,1,2,1.56,2.33,15,25,10,0,0,1,-1,-0.77
india,serbia,2,1,4.3078,3.5257,44,34,12,0,1,0,1,0.7821000000000002
saudi_arabia,germany,1,2,2.363,2.8254,20,23,10,0,0,1,-1,-0.46240000000000014
morocco,south_korea,4,3,2.702,3.6182000000000003,26,37,12,0,1,0,1,-0.9162000000000003
panama,singapore,8,2,6.6135,2.3966,44,24,6,0,1,0,6,4.216900000000001
netherlands,peru,2,1,1.2842,2.0647,15,22,8,0,1,0,1,-0.7805000000000002
morocco,france,5,6,2.8454,4.8849,30,50,8,0,0,1,-1,-2.0395
uk,mongolia,1,2,2.2014,2.556,19,22,15,0,0,1,-1,-0.3546
rwanda,canada,1,2,2.0765,1.738,20,15,12,0,0,1,-1,0.3384999999999998
thailand,china,4,5,2.7332,4.2292000000000005,25,29,22,0,0,1,-1,-1.4960000000000004
guatemala,vietnam,6,1,4.6719,1.1978,34,16,4,0,1,0,5,3.4741
saudi_arabia,mexico,1,2,2.6066000000000003,2.1089,20,23,8,0,0,1,-1,0.49770000000000003
south_korea,usa,0,4,2.8774,3.5291,27,28,16,0,0,1,-4,-0.6517
indonesia,singapore,3,2,3.3156,2.8334,32,26,11,0,1,0,1,0.48219999999999974
uk,switzerland,2,3,3.4631,3.6304999999999996,31,34,16,0,0,1,-1,-0.16739999999999977
germany,ethiopia,4,3,4.2607,3.9222,37,31,14,0,1,0,1,0.3384999999999998
panama,peru,3,0,2.5221999999999998,2.4255,24,22,10,0,1,0,3,0.09669999999999979
france,new_zealand,3,2,5.1787,2.9904,35,23,14,0,1,0,1,2.1883
pakistan,uk,1,6,3.4068,3.4958,29,21,14,0,0,1,-5,-0.08899999999999997
kazakhstan,uae,5,1,3.8191,1.334,36,13,8,0,1,0,4,2.4851
morocco,netherlands,4,3,2.1722,3.3319,24,29,10,0,1,0,1,-1.1597
india,iceland,5,4,3.3984,3.2039,38,31,6,0,1,0,1,0.19450000000000012
mongolia,serbia,2,1,1.5373,3.5306,21,29,20,0,1,0,1,-1.9933
oman,switzerland,2,7,2.3463,3.8571,23,33,18,0,0,1,-5,-1.5108000000000001
usa,kazakhstan,4,3,2.9680999999999997,2.6947,22,23,8,0,1,0,1,0.27339999999999964
rwanda,germany,5,4,2.5971,2.9504,23,27,14,0,1,0,1,-0.35329999999999995
oman,mexico,2,0,2.2227,1.8582999999999998,24,19,16,0,1,0,2,0.3644000000000003
thailand,philippines,4,3,2.6473,1.8334,23,19,10,0,1,0,1,0.8139000000000001
vietnam,rwanda,3,1,1.628,2.2083,13,19,9,0,1,0,2,-0.5803
